1414872702.08	1.25	0.25	2	10
1414872702.09	1.25	0.25	1.875	20
1414872702.1	1.25	0.25	1.890625	19
1414872702.11	1.25	0.25	1.904296875	20
1414872702.12	1.25	0.25	1.9162597656	19
1414872702.13	1.25	0.25	1.9267272949	19
1414872702.14	1.25	0.25	1.9358863831	19
1414872702.15	1.25	0.25	1.9439005852	19
1414872702.16	1.25	0.25	1.950913012	19
1414872702.17	0.2	0.25	1.9570488855	19
1414872702.18	0.2	0.25	1.9624177748	19
1414872702.19	0.2	0.45	1.967115553	19
1414872702.2	0.2	0.45	1.9712261089	18
1414872702.21	0.2	0.45	1.9748228453	17
1414872702.22	0.2	0.45	1.9779699896	16
1414872702.23	0.2	0.45	1.9807237409	15
1414872702.24	1.25	0.45	1.9831332733	16
1414872702.25	1.25	0.45	1.9852416141	17
1414872702.26	1.25	0.45	1.9870864124	16
1414872702.27	1.25	0.45	1.9887006108	16
1414872702.28	1.25	0.45	1.9216099804	16
1414872702.29	1.25	0.45	2.4144596491	15
1414872702.3	0.35	0.6	2.2734925698	18
1414872702.31	0.35	0.6	2.5908906152	16
1414872702.32	0.35	0.6	2.7182177508	16
1414872702.33	0.35	0.6	2.7168318788	15
1414872702.34	0.35	0.6	2.6310214041	15
1414872702.35	0.35	0.6	2.4924888612	15
1414872702.36	1.25	0.6	2.323686603	14
1414872702.37	1.25	0.6	2.1402949148	16
1414872702.38	1.25	0.6	1.9530599032	15
1414872702.39	1.25	0.6	2.353071356	15
1414872702.4	1.25	0.6	2.1717425349	15
1414872702.41	1.25	0.6	2.4768622918	16
1414872702.42	1.25	0.6	2.6309451857	16
1414872702.43	1.25	0.6	2.6810950477	14
1414872702.44	1.25	0.6	2.6614716744	15
1414872702.45	1.25	0.6	2.5966728459	14
1414872702.46	1.25	0.8	2.5042525882	14
1414872702.47	1.25	0.8	2.3965939008	13
1414872702.49	1.25	0.8	2.2822993277	14
1414872702.5	1.25	0.8	2.1672216602	14
1414872702.51	1.25	0.8	2.0552262639	13
1414872702.52	0.2	0.8	1.9487534644	16
1414872702.53	0.2	0.8	1.8623329543	15
1414872702.54	0.2	0.8	1.8795413351	18
1414872702.55	0.35	0.8	1.8945986682	17
1414872702.56	0.35	0.8	1.9077738346	15
1414872702.57	0.35	0.8	1.9193021053	13
1414872702.58	0.6	0.8	1.9293893422	18
1414872702.59	0.6	0.8	1.9382156744	14
1414872702.6	0.6	0.85	1.9459387151	15
1414872702.61	0.6	0.85	1.9526963757	15
1414872702.62	1.25	0.85	2.0615349708	17
1414872702.63	1.25	0.85	2.4839617229	14
1414872702.64	1.25	0.85	2.6835554752	14
1414872702.65	1.25	0.85	2.7306777665	15
1414872702.66	1.25	0.85	2.67626809	16
1414872702.67	0.5	0.85	2.5569283619	18
1414872702.68	0.5	0.85	2.3987076541	16
1414872702.69	0.5	0.85	2.2199157004	7
1414872702.7	0.5	0.85	2.0332111151	15
1414872702.71	0.5	0.85	1.8471483837	15
1414872702.72	0.5	0.85	1.6673213292	14
1414872702.73	0.5	0.85	1.4972060332	13
1414872702.74	0.7	0.85	1.3387801816	15
1414872702.75	0.7	0.85	1.1929763358	15
1414872702.76	0.7	0.85	1.1285509553	13
1414872702.77	0.7	0.85	1.1124820859	15
1414872702.78	0.7	0.85	1.0984218252	12
1414872702.79	0.7	0.85	1.086119097	13
1414872702.8	0.7	0.85	1.6002752018	13
1414872702.81	0.7	0.85	1.4256048875	13
1414872702.83	0.7	0.85	2.0408074737	13
1414872702.84	0.75	0.85	2.4120089373	14
1414872702.85	0.75	0.85	2.6114846185	15
1414872702.86	0.75	0.85	2.69203164	12
1414872702.87	0.75	0.85	2.6001782819	14
1414872702.89	0.75	0.85	2.4586439443	12
1414872702.9	0.75	0.85	2.288929412	12
